Ticker,Company Name,HQ City,HQ State/Province,HQ Country,ESG Risk Score,ESG Risk Score Level,ESG Risk Score Percentile,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level Risk Text,2019 Performance,Market Cap,Exchange,CEO,Logo Image URL,Website URL,Industry,Sector,Company Description,Latitude,Longitude,address
ATVI,Activision Blizzard Inc,Santa monica,California,United states of america,17,Low,10th percentile,0.2,10.5,6.1,Moderate,27.59287095,4.68E+10,Nasdaq Global Select,Robert A. Kotick,https://financialmodelingprep.com/images-New-jpg/ATVI.jpg,http://www.activisionblizzard.com,Application Software,Technology,"Activision Blizzard is a developer and publisher of interactive entertainment content and services. It develops and distributes content and services on video game consoles, personal computers, and mobile devices.",34.0194543,-118.4911912,"Santa monica,California,United states of america"
MAR,Marriott International,Bethesda,Maryland,United states of america,25,Medium,37th percentile,9.9,10.8,4.5,Significant,39.48968312,4.69E+10,Nasdaq Global Select,Arne M. Sorenson,https://financialmodelingprep.com/images-New-jpg/MAR.jpg,http://www.marriott.com,Travel & Leisure,Consumer Cyclical,"Marriott International Inc is an operator, franchisor and licensor of hotels and timeshare properties under different brand names. It also operates and develops residential properties and provides services to home/condominium owner associations.",38.984652,-77.0947092,"Bethesda,Maryland,United states of america"
SLB,Schlumberger N.V.,Houston,Texas,United states of america,24,Medium,32nd percentile,9.7,6.6,7.4,Significant,11.41906874,4.71E+10,New York Stock Exchange,Paal Kibsgaard,https://financialmodelingprep.com/images-New-jpg/SLB.jpg,http://www.slb.com,Oil & Gas - Services,Energy,"Schlumberger Ltd is a supplier of products and services to the oil and gas industry. It provides technology for reservoir characterization, drilling, production, and processing to the oil and gas industry.",29.7604267,-95.3698028,"Houston,Texas,United states of america"
MET,MetLife Inc.,New york city,New york,United states of america,23,Medium,31st percentile,1.3,10.6,11.6,Moderate,24.13541159,4.72E+10,New York Stock Exchange,Steven A. Kandarian,https://financialmodelingprep.com/images-New-jpg/MET.jpg,http://www.metlife.com,Insurance - Life,Financial Services,"MetLife Inc provides life insurance, annuities, employee benefits and asset management in the United States, Japan, Latin America, Asia, Europe and the Middle East.",40.7127753,-74.0059728,"New york city,New york,United states of america"
GM,General Motors Company,Detroit,Michigan,United states of america,31,High,57th percentile,10.1,12.2,8.6,High,9.417040359,4.76E+10,New York Stock Exchange,Mary Barra,https://financialmodelingprep.com/images-New-jpg/GM.jpg,https://www.gm.com,Autos,Consumer Cyclical,"General Motors Company is an American multinational corporation. It designs, builds and sells cars, trucks and automobile parts. The company also provides automotive financing services through General Motors Financial Company, Inc.",42.331427,-83.0457538,"Detroit,Michigan,United states of america"
PGR,Progressive Corporation (The),Mayfield village,Ohio,United states of america,23,Medium,30th percentile,2.1,7.8,13.3,Moderate,19.9900547,4.78E+10,New York Stock Exchange,Susan Patricia Griffith,https://financialmodelingprep.com/images-New-jpg/PGR.jpg,http://www.progressive.com,Insurance - Property & Casualty,Financial Services,"Progressive Corp is an insurance holding company which provides personal and commercial auto insurance, residential property insurance, and other specialty property-casualty insurance and related services.",41.5519952,-81.4392828,"Mayfield village,Ohio,United states of america"
ENI.BR,Eni S.p.A.,Roma,Roma,Italy,31,Severe,59th percentile,13,7,11,High,5.111111111,4.80E+10,Brussels,Not Available,https://financialmodelingprep.com/images-New-jpg/ENI.BR.jpg,http://www.eni.com,Oil & Gas Integrated,Energy,"Eni S.p.A. engages in the oil and gas, electricity generation and sale, and petrochemicals businesses. The company is involved in the oil and natural gas exploration, and field development and production activities, as well as liquefied natural gas (LNG) operations in 43 countries, including Italy, Libya, Egypt, Norway, the United Kingdom, Angola, Congo, Nigeria, the United States, Kazakhstan, Algeria, Australia, Iraq, Indonesia, Ghana, Mozambique, Oman, and the United Arab Emirates. It also supplies, trades in, and markets gas and electricity; transports international gas; supplies crude oil; and refines and markets petroleum products at retail and wholesale markets primarily in Italy and rest of Europe. In addition, the company engages in the commodity risk management and asset-backed trading activities; and production of various chemicals, including olefins and aromatics, basic intermediate products, polystyrenes, elastomers, and polyethylene in Italy and Western Europe. F",41.9027835,12.4963655,"Roma,Roma,Italy"
KMI,Kinder Morgan Inc.,Houston,Texas,United states of america,24,Medium,32nd percentile,9.4,10.2,4.2,Moderate,37.64629389,4.85E+10,New York Stock Exchange,Steven J. Kean,https://financialmodelingprep.com/images-New-jpg/KMI.jpg,http://www.kindermorgan.com,Oil & Gas - Midstream,Energy,"Kinder Morgan Inc is an energy infrastructure company. The Company transports natural gas, refined petroleum products, crude oil, condensate, CO2 and other products.",29.7604267,-95.3698028,"Houston,Texas,United states of america"
SU,Suncor Energy Inc.,Calgary,Alberta,Canada,27,Medium,43rd percentile,16.1,5,5.8,Moderate,17.26850197,4.86E+10,New York Stock Exchange,Steven W. Williams,https://financialmodelingprep.com/images-New-jpg/SU.jpg,http://www.suncor.com,Oil & Gas - Integrated,Energy,"Suncor Energy Inc is a Canadian integrated energy company. It operations include oil sands development and upgrading, offshore oil and gas production, petroleum refining, product marketing and a renewable energy portfolio.",51.0447331,-114.0718831,"Calgary,Alberta,Canada"
HCA,HCA Healthcare Inc.,Nashville,Tennessee,United states of america,28,Medium,47th percentile,3.4,17.2,7.7,Moderate,18.7705906,4.87E+10,New York Stock Exchange,R. Milton Johnson,https://financialmodelingprep.com/images-New-jpg/HCA.jpg,http://www.hcahealthcare.com,Health Care Providers,Healthcare,"HCA Healthcare Inc is a health care services company. It operates general acute care hospitals, psychiatric hospitals, and rehabilitation hospitals. The company also operates freestanding surgery centers.",36.1626638,-86.7816016,"Nashville,Tennessee,United states of america"
EW,Edwards Lifesciences Corporation,Irvine,California,United states of america,22,Medium,25th percentile,2.6,11,8,Moderate,52.30789319,4.88E+10,New York Stock Exchange,Michael A. Mussallem,https://financialmodelingprep.com/images-New-jpg/EW.jpg,http://www.edwards.com,Medical Devices,Healthcare,Edwards Lifesciences Corp is a part of the healthcare sector. The company specializes in the treatment of structural heart disease. It manufactures heart valves and repair products used to replace or repair a patient's diseased or defective heart valve.,33.6845673,-117.8265049,"Irvine,California,United states of america"
KMB,Kimberly-Clark Corporation,Irving,Texas,United states of america,22,Medium,26th percentile,7.6,7.4,6.9,Significant,20.72143233,4.94E+10,New York Stock Exchange,Thomas J. Falk,https://financialmodelingprep.com/images-New-jpg/KMB.jpg,http://www.kimberly-clark.com,Consumer Packaged Goods,Consumer Defensive,"Kimberly-Clark Corp is engaged in the manufacturing and marketing of a range of products made from natural or synthetic fibers using technologies in fibers, nonwovens, and absorbency. It offers personal care, consumer tissue, and K-C professional.",32.8140177,-96.9488945,"Irving,Texas,United states of america"
MCO,Moody's Corporation,New york city,New york,United states of america,15,Low,8th percentile,1.5,7,7,Significant,69.53013425,4.98E+10,New York Stock Exchange,Raymond W. Mcdaniel,https://financialmodelingprep.com/images-New-jpg/MCO.jpg,http://www.moodys.com,Business Services,Industrials,"Moody's Corporation publishes credit ratings, and research reports on fixed-income securities, issuers of securities, and other credit obligations. The company primarily provides opinions and reports to investors and institutions.",40.7127753,-74.0059728,"New york city,New york,United states of america"
BIIB,Biogen Inc.,Cambridge,Massachusetts,United states of america,23,Medium,31st percentile,0,15,8.5,Moderate,-1.39239665,5.01E+10,Nasdaq Global Select,Michel Vounatsos,https://financialmodelingprep.com/images-New-jpg/BIIB.jpg,http://www.biogen.com,Biotechnology,Healthcare,"Biogen Inc is a biopharmaceutical company. It is engaged in discovering, developing, manufacturing and delivering therapies to patients for the treatment of neurological, rare and autoimmune diseases.",42.3736158,-71.1097335,"Cambridge,Massachusetts,United states of america"
BMO,Bank Of Montreal,Toronto,Ontario,Canada,22,Medium,26th percentile,1.7,11.4,8.8,Moderate,18.59219587,5.02E+10,New York Stock Exchange,Darryl White,https://financialmodelingprep.com/images-New-jpg/BMO.jpg,https://www.bmo.com,Banks,Financial Services,"Bank of Montreal provides diversified financial services primarily in North America. The company offers broad range of personal and commercial banking, wealth management and investment banking products and services.",43.653226,-79.3831843,"Toronto,Ontario,Canada"
SU.PA,Schneider Electric S.E.,Rueil-malmaison,Ile-de-france,France,13,Negligible,4th percentile,2,5,7,Moderate,53.21500335,5.06E+10,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/SU.PA.jpg,http://www.se.com,Specialty Industrial Machinery,Industrials,"Schneider Electric S.E. provides energy management and automation solutions worldwide. It operates through four businesses: Low Voltage, Medium Voltage, Secure Power, and Industrial Automation. The Low Voltage business provides low voltage power and building automation products and solutions that address the needs of various end markets from buildings to industries and infrastructure to data centers. The Medium Voltage business offers medium voltage distribution and grid automation solutions. The Secure Power business offers secure power services. The Industrial Automation business provides automation and control solutions. The company has a strategic partnership with Alderon Iron Ore Corp. to develop kami iron ore project; and Brinc to develop energy and industrial automation solutions. Schneider Electric SE was founded in 1836 and is headquartered in Rueil-Malmaison, France.",48.882767,2.17693,"Rueil-malmaison,Ile-de-france,France"
DE,Deere & Company,Moline,Illinois,United states of america,19,Low,16th percentile,4.3,11.1,3.5,Moderate,16.14935979,5.07E+10,New York Stock Exchange,Samuel R. Allen,https://financialmodelingprep.com/images-New-jpg/DE.jpg,http://www.deere.com,Farm & Construction Machinery,Industrials,"Deere & Co is engaged in manufacturing agricultural, construction, turf, and forestry machinery. It also provides secured and lease-based financing to support dealer inventory and customer purchases.",41.5067003,-90.5151342,"Moline,Illinois,United states of america"
LVS,Las Vegas Sands Corp.,Las vegas,Nevada,United states of america,19,Low,17th percentile,1.6,9.4,8.3,Moderate,32.64169068,5.08E+10,New York Stock Exchange,Sheldon Gary Adelson,https://financialmodelingprep.com/images-New-jpg/LVS.jpg,http://www.sands.com,Travel & Leisure,Consumer Cyclical,"Las Vegas Sands Corp operates fully integrated resorts with casino, hotel, entertainment. The company owns the Venetian Macao, Sands Macao, in Macau, the Marina Bay Sands resort in Singapore, the Venetian and Sands Bethlehem casinos in the United States.",36.1699412,-115.1398296,"Las vegas,Nevada,United states of america"
AEP,American Electric Power Company Inc.,Columbus,Ohio,United states of america,31,High,56th percentile,16.4,8.7,5.5,Moderate,26.45169922,5.14E+10,New York Stock Exchange,Nicholas K. Akins,https://financialmodelingprep.com/images-New-jpg/AEP.jpg,http://www.aep.com,Utilities - Regulated,Utilities,"American Electric Power Co Inc is a regulated utilities operator. The company generates, transmits and distributes electricity to more than 5 million retail customers across over 10 states in the United States of America.",39.9611755,-82.9987942,"Columbus,Ohio,United states of america"
EQIX,Equinix Inc.,Redwood city,California,United states of america,16,Low,9th percentile,5.4,5.2,5.5,,65.56047198,5.14E+10,Nasdaq Global Select,Peter F. Van Camp,https://financialmodelingprep.com/images-New-jpg/EQIX.jpg,http://www.equinix.com,Online Media,Technology,"Equinix Inc is a network-neutral provider of retail data center, co-location, and interconnection services. Its client base includes network services firms, cloud and IT service providers, financial service firms, digital, and media content providers.",37.4852152,-122.2363548,"Redwood city,California,United states of america"
TRP,TransCanada Corporation,Calgary,Alberta,Canada,27,Medium,43rd percentile,12.8,10.9,3.4,Significant,49.32773109,5.16E+10,New York Stock Exchange,Russell K. Girling,https://financialmodelingprep.com/images-New-jpg/TRP.jpg,http://www.transcanada.com,Oil & Gas - Midstream,Energy,"TransCanada Corp is an energy infrastructure company. Its business segments include, Natural Gas Pipelines, Liquid Pipelines and Energy. The company has pipeline and power generation assets in Canada, the United States, and Mexico.",51.0447331,-114.0718831,"Calgary,Alberta,Canada"
WM,Waste Management Inc.,Houston,Texas,United states of america,15,Low,7th percentile,7.8,3.6,3.8,Moderate,28.05933251,5.21E+10,New York Stock Exchange,James C. Fish,https://financialmodelingprep.com/images-New-jpg/WM.jpg,http://www.wm.com,Waste Management,Industrials,"Waste Management Inc acts as a provider of waste management environmental services. The services provided by the company include collection, landfill, transfer, recycling and resource recovery and other services.",29.7604267,-95.3698028,"Houston,Texas,United states of america"
GD,General Dynamics Corporation,Reston,Virginia,United states of america,39,High,79th percentile,10.1,21.3,7.5,Significant,12.17479804,5.24E+10,New York Stock Exchange,Phebe N. Novakovic,https://financialmodelingprep.com/images-New-jpg/GD.jpg,http://www.generaldynamics.com,Aerospace & Defense,Industrials,"General Dynamics Corp is an aerospace and defense company. It offers products and services in business aviation including combat vehicles, weapons systems and munitions, shipbuilding, and communication and information technology services and solutions.",38.9586307,-77.3570028,"Reston,Virginia,United states of america"
SHW,Sherwin-Williams Company (The),Cleveland,Ohio,United states of america,31,Severe,59th percentile,13,11,6,Moderate,48.30986631,5.25E+10,New York Stock Exchange,John G. Morikis,https://financialmodelingprep.com/images-New-jpg/SHW.jpg,http://www.sherwin.com,Building Materials,Basic Materials,"Sherwin-Williams Co provides architectural paint and paint related products; and provides coatings for original-equipment manufacturers. It conducts its operations in North and South America, the Caribbean region, Europe, Asia, and Australia.",41.49932,-81.6943605,"Cleveland,Ohio,United states of america"
APD,Air Products and Chemicals Inc.,Allentown,Pennsylvania,United states of america,12,Low,3rd percentile,6.6,2,3.7,Moderate,46.82286785,5.33E+10,New York Stock Exchange,Seifollah Ghasemi,https://financialmodelingprep.com/images-New-jpg/APD.jpg,http://www.airproducts.com,Chemicals,Basic Materials,"Air Products & Chemicals Inc is a supplier of hydrogen and helium. It also provides semiconductor materials, refinery hydrogen, natural gas liquefaction and coatings and adhesives.",40.6022939,-75.4714098,"Allentown,Pennsylvania,United states of america"
AMAT,Applied Materials Inc.,Santa clara,California,United states of america,17,Low,12th percentile,5.4,5.4,6.4,Low,86.43860721,5.51E+10,Nasdaq Global Select,Gary E. Dickerson,https://financialmodelingprep.com/images-New-jpg/AMAT.jpg,http://www.appliedmaterials.com,Semiconductors,Technology,"Applied Materials Inc is a supplier of semiconductor manufacturing equipment. It provides manufacturing equipment, services and software to the semiconductor, flat panel display, solar photovoltaic and related industries.",37.3541079,-121.9552356,"Santa clara,California,United states of america"
ICE,Intercontinental Exchange Inc.,Atlanta,Georgia,United states of america,16,Low,9th percentile,2.1,6.6,7.3,Significant,22.85941856,5.58E+10,New York Stock Exchange,Jeffrey C. Sprecher,https://financialmodelingprep.com/images-New-jpg/ICE.jpg,https://www.theice.com,Brokers & Exchanges,Financial Services,"Intercontinental Exchange Inc is an operator of regulated exchanges, clearing houses and listings venues, and a provider of data services for commodity and financial markets. It serves the risk management needs of global markets.",33.7489954,-84.3879824,"Atlanta,Georgia,United states of america"
NSC,Norfolk Southern Corporation,Norfolk,Virginia,United states of america,24,Medium,34th percentile,8.9,11.8,3.7,Moderate,29.81810887,5.59E+10,New York Stock Exchange,James A. Squires,https://financialmodelingprep.com/images-New-jpg/NSC.jpg,http://www.nscorp.com,Transportation & Logistics,Industrials,"Norfolk Southern Corp conducts rail transportation business. It transports raw materials, intermediate products, and finished goods in the United States.",36.8507689,-76.2858726,"Norfolk,Virginia,United states of america"
JD,JD.com Inc.,Beijing,Beijing,China,25,Medium,36th percentile,7.3,8.8,8.9,Moderate,68.32298137,5.62E+10,Nasdaq Global Select,Qiangdong Richard Liu,https://financialmodelingprep.com/images-New-jpg/JD.jpg,http://www.jd.com,Online Media,Technology,JD.com Inc is an online direct sales company in China. It acquires products from suppliers and sells them directly to its customers through its website and mobile applications.,39.9041999,116.4073963,"Beijing,Beijing,China"
HEIA.AS,Heineken N.V.,Amsterdam,Noord-holland,Netherlands,18,Negligible,15th percentile,5,8,6,Significant,22.95336788,5.63E+10,Amsterdam,Not Available,https://financialmodelingprep.com/images-New-jpg/HEIA.AS.jpg,http://www.theheinekencompany.com,Beverages—Brewers,Consumer Defensive,"Heineken N.V. engages in brewing and selling beer and cider. The company operates through Africa, Middle East & Eastern Europe; Americas; Asia Pacific; and Europe segments. It offers beer, cider, soft drinks, and other beverages. The company offers its beers under the Heineken, Amstel, Desperados, Sol, Tiger, Tecate, Red Stripe, Kru?ovice, Birra Morett, Affligem, Lagunitas, and Mort Subite brands, as well as under various other regional and local brands; and cider under the Strongbow Apple Ciders, Orchard Thieves, Stassen, Bulmers, Old Mout, and Blind Pig brands. It offers its products to retailers, bars, and restaurants through distributors. The company was founded in 1864 and is headquartered in Amsterdam, the Netherlands. Heineken N.V. is a subsidiary of Heineken Holding N.V.",52.3666969,4.8945398,"Amsterdam,Noord-holland,Netherlands"
ITW,Illinois Tool Works Inc.,Glenview,Illinois,United states of america,21,Medium,22nd percentile,4.8,9.6,6.2,Moderate,41.78703923,5.72E+10,New York Stock Exchange,E. Scott Santi,https://financialmodelingprep.com/images-New-jpg/ITW.jpg,http://www.itw.com,Industrial Products,Industrials,Illinois Tool Works Inc manufactures diversified range of industrial products and equipment. Its segments are Automotive OEM; Food Equipment; Test & Measurement and Electronics; Welding; Polymers & Fluids; Construction Products; and Specialty Products.,42.0778065,-87.8223368,"Glenview,Illinois,United states of america"
ECL,Ecolab Inc.,Saint paul,Minnesota,United states of america,32,Severe,61st percentile,14,10,8,Moderate,30.97387173,5.75E+10,New York Stock Exchange,Douglas M. Baker,https://financialmodelingprep.com/images-New-jpg/ECL.jpg,http://www.ecolab.com,Chemicals,Basic Materials,"Ecolab Inc produces and markets cleaning and sanitation products for the hospitality, healthcare, and industrial markets. It offers a variety of products and services, which include dish and laundry washing systems, pest control, and repair services.",44.9537029,-93.0899578,"Saint paul,Minnesota,United states of america"
MMC,Marsh & McLennan Companies Inc.,New york city,New york,United states of america,19,Low,15th percentile,0.1,7.8,10.8,Moderate,39.69905956,5.78E+10,New York Stock Exchange,Daniel S. Glaser,https://financialmodelingprep.com/images-New-jpg/MMC.jpg,http://www.mmc.com,Brokers & Exchanges,Financial Services,"Marsh & McLennan Companies Inc is a professional services firm which provides advice and solutions in the areas of risk, strategy, and human capital.",40.7127753,-74.0059728,"New york city,New york,United states of america"
TGT,Target Corporation,Minneapolis,Minnesota,United states of america,16,Low,9th percentile,1.9,8.8,5.4,Significant,93.99303979,5.81E+10,New York Stock Exchange,Brian C. Cornell,https://financialmodelingprep.com/images-New-jpg/TGT.jpg,http://www.targetcorp.com,Retail - Defensive,Consumer Defensive,Target Corp is one of the largest department store retailer in North America. It is engaged in operating general merchandise discount stores.,44.977753,-93.2650108,"Minneapolis,Minnesota,United states of america"
CS.PA,AXA SA,New york city,New york,United states of america,18,Negligible,15th percentile,1,9,9,Significant,33.13891835,5.86E+10,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/CS.PA.jpg,http://www.axa.com,Insurance—Diversified,Financial Services,"AXA SA, through its subsidiaries, provides insurance and asset management services worldwide. It operates in seven segments: France, Europe, Asia, AXA XL, the United States, International, and Transversal & Central Holdings. The company offers a range of insurance products, including life and savings, property and casualty, and health. Its products include motor, household, property and general liability insurance, banking, savings vehicles, and other investment-based products for personal/individual and commercial/group customers, as well as health, protection, and retirement products for individual or professional customers. The company also provides term life, whole life, universal life, endowment, and deferred and immediate annuities; medical cover; and other protection and health products, such as disability, cancer, and critical illness. In addition, it offers unit-linked, group term, and hospital cash products and investment products; and coverage against excess and su",40.7127753,-74.0059728,"New york city,New york,United states of america"
VRTX,Vertex Pharmaceuticals Incorporated,Boston,Massachusetts,United states of america,26,Medium,40th percentile,0.2,18.1,7.8,Moderate,32.12841711,5.92E+10,Nasdaq Global Select,Jeffrey M Leiden,https://financialmodelingprep.com/images-New-jpg/VRTX.jpg,http://www.vrtx.com,Biotechnology,Healthcare,"Vertex Pharmaceuticals Inc is engaged in the business of discovering, developing, manufacturing and commercializing small molecule drugs for patients with serious diseases in specialty markets. Its products include SYMDEKO, ORKAMBI, and KALYDECO.",42.3600825,-71.0588801,"Boston,Massachusetts,United states of america"
CL,Colgate-Palmolive Company,New york city,New york,United states of america,22,Medium,27th percentile,6.5,8.9,6.7,Significant,15.65860215,5.95E+10,New York Stock Exchange,Ian M. Cook,https://financialmodelingprep.com/images-New-jpg/CL.jpg,https://www.colgatepalmolive.com,Consumer Packaged Goods,Consumer Defensive,"Colgate-Palmolive Co is a consumer products company. It provides services such as oral care, personal care, home care and pet nutrition.",40.7127753,-74.0059728,"New york city,New york,United states of america"
GPN,Global Payments Inc.,Atlanta,Georgia,United states of america,22,Medium,27th percentile,0.2,14,8,Moderate,77.01929603,6.01E+10,New York Stock Exchange,Jeffrey Sloan,https://financialmodelingprep.com/images-New-jpg/GPN.jpg,http://www.globalpaymentsinc.com,Business Services,Industrials,"Global Payments Inc has interests in offering business solutions. Its primary activity includes payment solutions for merchants, value-added resellers, enterprise software providers, financial institutions and government agencies.",33.7489954,-84.3879824,"Atlanta,Georgia,United states of america"
BSX,Boston Scientific Corporation,Marlborough,Massachusetts,United states of america,34,High,69th percentile,3.3,18.8,12.3,High,27.95698925,6.05E+10,New York Stock Exchange,Michael F. Mahoney,https://financialmodelingprep.com/images-New-jpg/BSX.jpg,http://www.bostonscientific.com,Medical Devices,Healthcare,"Boston Scientific Corp is a developer, manufacturer, and marketer of medical devices. The firm markets its devices to health-care professionals and institutions globally. Foreign sales account for nearly half of the firm's total sales.",42.3459271,-71.5522874,"Marlborough,Massachusetts,United states of america"
CSX,CSX Corporation,Jacksonville,Florida,United states of america,22,Medium,28th percentile,6.8,12.4,3.3,Significant,16.46547562,6.05E+10,Nasdaq Global Select,James M. Foote,https://financialmodelingprep.com/images-New-jpg/CSX.jpg,http://www.csx.com,Transportation & Logistics,Industrials,"CSX Corp is a railroad operating company with operations spread across the Eastern United States. The company hauls shipments of coal products, chemicals, intermodal containers, and a diverse mix of other merchandise.",30.3321838,-81.655651,"Jacksonville,Florida,United states of america"
SCHW,Charles Schwab Corporation (The),San francisco,California,United states of america,27,Medium,43rd percentile,1.7,11.1,14,Moderate,14.51962437,6.06E+10,New York Stock Exchange,Walter W. Bettinger,https://financialmodelingprep.com/images-New-jpg/SCHW.jpg,http://www.aboutschwab.com,Brokers & Exchanges,Financial Services,"Charles Schwab Corp through its subsidiaries provides retail brokerage and banking, retirement plan, and other corporate brokerage services. The company's operating business segments are Investor Services and Advisor Services.",37.7749295,-122.4194155,"San francisco,California,United states of america"
PLD,ProLogis Inc.,San francisco,California,United states of america,10,Low,2nd percentile,2.7,2.9,4.6,,51.80517711,6.08E+10,New York Stock Exchange,Hamid R. Moghadam,https://financialmodelingprep.com/images-New-jpg/PLD.jpg,http://www.prologis.com,REITs,Real Estate,"Prologis Inc is a real estate investment trust that develops, acquires, and operates industrial and logistics facilities across over 18 countries. It operates in two business segments that are Real Estate Operations and Strategic Capital.",37.7749295,-122.4194155,"San francisco,California,United states of america"
BNP.PA,BNP Paribas SA,Paris,Ile-de-france,France,30,Severe,56th percentile,2,15,14,Significant,33.84849253,6.10E+10,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/BNP.PA.jpg,http://group.bnpparibas,Banks—Regional,Financial Services,"BNP Paribas SA provides a range of banking and financial services in France and internationally. It operates through two divisions, Retail Banking and Services, and Corporate and Institutional Banking. The company offers long-term corporate vehicle leasing, and rental and other financing solutions; and digital banking and investment services, cash management, and factoring services to corporate clients, as well as wealth management services. It also provides credit solutions for individuals under the Cetelem, Cofinoga, and Findomestic brands; savings and protection solutions, including insuring individuals, and their personal projects and assets; and asset management, private banking, and real estate services. In addition, the company offers global market services, including investment, hedging, financing, and research across asset classes; security services comprising clearing, custody, and asset and fund services, as well as corporate trust, and market and financing service",48.856614,2.3522219,"Paris,Ile-de-france,France"
MU,Micron Technology Inc.,Boise,Idaho,United states of america,34,High,67th percentile,17.4,9.1,7.5,Low,69.49259376,6.11E+10,Nasdaq Global Select,Not Available,https://financialmodelingprep.com/images-New-jpg/MU.jpg,http://www.micron.com,Semiconductors,Technology,"Micron Technology Inc along with its subsidiaries provide memory and storage solutions. Its product portfolio consists of memory and storage technologies such as DRAM, NAND, NOR and 3D XPoint memory.",43.6150186,-116.2023137,"Boise,Idaho,United states of america"
AGN,Allergan plc,Dublin,Dublin,Ireland; republic of,31,High,59th percentile,1.3,18.3,11.7,Significant,43.02708365,6.16E+10,New York Stock Exchange,Brenton L. Saunders,https://financialmodelingprep.com/images-New-jpg/AGN.jpg,http://www.allergan.com,Drug Manufacturers,Healthcare,"Allergan PLC is a specialty pharmaceutical company engaged in the development, manufacturing, marketing, and distribution of brand name pharmaceutical products, medical aesthetics, biosimilar and OTC pharmaceutical products.",53.3498053,-6.2603097,"Dublin,Dublin,Ireland; republic of"
SANTA.BR,"Banco Santander, S.A.",Boadilla del monte,Madrid,Spain,33,Severe,64th percentile,2,17,13,Significant,-5.852417303,6.17E+10,Brussels,Not Available,https://financialmodelingprep.com/images-New-jpg/SANTA.BR.jpg,http://www.santander.com,Banksâ€”Diversified,Financial Services,"Banco Santander, S.A., together with its subsidiaries, provides various retail and commercial banking products and services for individual and corporate clients worldwide. It offers demand and time deposits, and current and savings accounts; mortgages, consumer finance, auto finance, and personal loans; export and agency finance, trade and working capital solutions, syndicated corporate loans, and structured financing; debt capital markets and global markets services; and debit and credit cards. The company also provides cash management, transactional, payrolls, and wealth management services. In addition, it is involved in the corporate banking, treasury, and investment banking activities; and real estate investment, leasing, securitization, fund management, e-commerce, technology services, air transport, renting, insurance brokerage, aircraft rental, payments and collection, securities investment, financial advisory, sports, electricity production, and Internet activities. ",40.4122794,-3.8887699,"Boadilla del monte,Madrid,Spain"
AI.PA,L'AirÂ LiquideÂ S.A.,Paris,Ile-de-france,France,13,Negligible,4th percentile,6,4,4,Moderate,16.3669894,6.17E+10,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/AI.PA.jpg,http://www.airliquide.com,Chemicals,Basic Materials,"L'Air Liquide S.A. provides gases, technologies, and services for industrial and health sectors in Europe, the Americas, the Asia Pacific, the Middle East, and Africa. Its Gas & Services segment offers oxygen, nitrogen, argon, hydrogen, and carbon monoxide to the metals, chemicals, refining, and energy industries; and industrial gases, welding equipment, application and safety equipment, and related services to materials, energy, automotive, manufacturing, food, pharmaceuticals, technology, research, and professionals and retail markets. It also produces and distributes medical gases and devices, services, and hygiene products to hospitals and homecare patients; and develops therapeutic gases for resuscitation and pain relief. In addition, this segment produces and distributes healthcare specialty ingredients for the cosmetics, pharmaceutical, and vaccine markets; and provides ultra-pure carrier gases, electronics specialty materials, and advanced materials to manufacturers o",48.856614,2.3522219,"Paris,Ile-de-france,France"
SAF.PA,Safran SA,Paris,Ile-de-france,France,31,Severe,57th percentile,8,14,9,Moderate,30.59772296,6.17E+10,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/SAF.PA.jpg,http://www.safran-group.com,Aerospace & Defense,Industrials,"Safran SA, together with its subsidiaries, engages in the aerospace and defense businesses worldwide. The company operates through three segments: Aerospace Propulsion, Aircraft Equipment, and Defense. The Aerospace Propulsion segment designs, develops, produces, and markets propulsion systems for commercial aircraft, military transport, training and combat aircraft, rocket engines, civil and military helicopters, and tactical missiles and drones. This segment also offers maintenance, repair, and overhaul services, as well as sells spare parts. The Aircraft Equipment segment provides landing gear and brakes; engine systems and associated equipment, such as thrust reversers and nacelles; and mechanical power transmission systems. This segment also offers electrical power generation cycle and associated engineering services; ventilation systems; and maintenance, repair, and related services, as well as sells spare parts. Its products and services are used in civil and military ",48.856614,2.3522219,"Paris,Ile-de-france,France"
BAM,Brookfield Asset Management Inc.,Toronto,Ontario,Canada,35,Severe,71st percentile,3,18,14,Significant,50.71707953,6.28E+10,New York Stock Exchange,J. Bruce Flatt,https://financialmodelingprep.com/images-New-jpg/BAM.jpg,http://www.brookfield.com,Real Estate Services,Real Estate,"Brookfield Asset Management Inc is an alternative asset management company focused on property, renewable energy, infrastructure and private equity.",43.653226,-79.3831843,"Toronto,Ontario,Canada"
